caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
20080319,-0.023939,-0.023949,-0.022579,-0.022596,11598278100.00,500,11882868300.00,500,1298.42,-0.024287
20080320,0.024392,0.024392,0.025348,0.025348,11881053800.00,500,11598278100.00,500,1329.51,0.023944
20080324,0.015094,0.015094,0.022894,0.022894,12059478800.00,500,11881053800.00,500,1349.88,0.015321
20080325,0.002309,0.002298,0.003570,0.003542,12087156700.00,500,12059478800.00,500,1352.99,0.002304
20080326,-0.008731,-0.008778,-0.012770,-0.012837,11981053700.00,500,12087156700.00,500,1341.13,-0.008766
20080327,-0.011303,-0.011507,-0.011797,-0.012075,11843186800.00,500,11981053700.00,500,1325.76,-0.011460
20080328,-0.007950,-0.007995,-0.011213,-0.011284,11747748700.00,500,11843186800.00,500,1315.22,-0.007950
20080331,0.005739,0.005725,0.007688,0.007679,11811627200.00,500,11740744000.00,499,1322.70,0.005687
20080401,0.035878,0.035873,0.039897,0.039885,12235761100.00,500,11811627200.00,500,1370.18,0.035896
20080402,-0.001677,-0.001874,0.001801,0.001706,12212833500.00,500,12235761100.00,500,1367.53,-0.001934
20080403,0.001268,0.001260,0.002876,0.002837,12228217300.00,500,12212833500.00,500,1369.31,0.001302
20080404,0.000764,0.000750,0.000074,0.000050,12237390800.00,500,12228217300.00,500,1370.40,0.000796
20080407,0.001513,0.001504,0.000497,0.000482,12255762800.00,500,12237390800.00,500,1372.54,0.001562
20080408,-0.004715,-0.005042,-0.006433,-0.006538,12194063100.00,500,12255762800.00,500,1365.54,-0.005100
20080409,-0.007899,-0.007973,-0.012499,-0.012597,12096835900.00,500,12194063100.00,500,1354.49,-0.008092
20080410,0.004569,0.004522,0.004377,0.004310,12151537600.00,500,12096835900.00,500,1360.55,0.004474
20080411,-0.020155,-0.020221,-0.017673,-0.017705,11905843600.00,500,12151537600.00,500,1332.83,-0.020374
20080414,-0.003200,-0.003213,-0.005205,-0.005233,11867604700.00,500,11905843600.00,500,1328.32,-0.003384
20080415,0.004797,0.004792,0.004103,0.004085,11924501800.00,500,11867604700.00,500,1334.43,0.004600
20080416,0.022642,0.022529,0.024877,0.024853,12193186300.00,500,11924501800.00,500,1364.71,0.022691
20080417,0.000673,0.000647,0.002600,0.002588,12201112500.00,500,12193186300.00,500,1365.56,0.000623
20080418,0.017938,0.017934,0.018114,0.018112,12419335300.00,500,12201112500.00,500,1390.33,0.018139
20080421,-0.001446,-0.001473,-0.003805,-0.003822,12401077700.00,500,12419335300.00,500,1388.17,-0.001554
20080422,-0.008698,-0.008714,-0.014553,-0.014563,12293030600.00,500,12401077700.00,500,1375.94,-0.008810
20080423,0.003079,0.003073,0.002986,0.002965,12330827600.00,500,12293030600.00,500,1379.93,0.002900
20080424,0.006421,0.006416,0.010781,0.010765,12409951700.00,500,12330827600.00,500,1388.82,0.006442
20080425,0.006095,0.006084,0.010298,0.010295,12484057900.00,500,12409951700.00,500,1397.84,0.006495
20080428,-0.001158,-0.001218,0.001183,0.001102,12468853300.00,500,12484057900.00,500,1396.37,-0.001052
20080429,-0.003706,-0.003734,-0.002255,-0.002341,12422299700.00,500,12468853300.00,500,1390.94,-0.003889
20080430,-0.004070,-0.004112,-0.007474,-0.007525,12355628500.00,500,12422299700.00,500,1385.59,-0.003846
20080501,0.017263,0.017081,0.022588,0.022470,12566789100.00,500,12355628500.00,500,1409.34,0.017141
20080502,0.003031,0.003029,0.002434,0.002432,12604876900.00,500,12566789100.00,500,1413.90,0.003236
20080505,-0.004496,-0.004580,-0.006236,-0.006291,12547247300.00,500,12604876900.00,500,1407.49,-0.004534
20080506,0.007543,0.007504,0.009407,0.009334,12641453400.00,500,12547247300.00,500,1418.26,0.007652
20080507,-0.017481,-0.017878,-0.017896,-0.018082,12415347600.00,500,12641453400.00,500,1392.57,-0.018114
20080508,0.003668,0.003624,0.001717,0.001618,12460337100.00,500,12415347600.00,500,1397.68,0.003669
20080509,-0.006376,-0.006577,-0.004505,-0.004527,12378535500.00,500,12460337100.00,500,1388.28,-0.006725
20080512,0.011258,0.011230,0.015102,0.014995,12517542300.00,500,12378535500.00,500,1403.58,0.011021
20080513,-0.000318,-0.000556,0.001198,0.001023,12510577900.00,500,12517542300.00,500,1403.04,-0.000385
20080514,0.004261,0.004054,0.006877,0.006611,12561294600.00,500,12510577900.00,500,1408.66,0.004006
20080515,0.010659,0.010490,0.012152,0.012053,12692922800.00,500,12561294600.00,500,1423.57,0.010585
20080516,0.001171,0.001144,-0.001111,-0.001134,12707423900.00,500,12692922800.00,500,1425.35,0.001250
20080519,0.000893,0.000863,-0.000869,-0.000890,12718389200.00,500,12707423900.00,500,1426.63,0.000898
20080520,-0.009346,-0.009346,-0.009682,-0.009688,12599522500.00,500,12718389200.00,500,1413.40,-0.009274
20080521,-0.016013,-0.016086,-0.017159,-0.017262,12396851400.00,500,12599522500.00,500,1390.71,-0.016053
20080522,0.002939,0.002756,0.003364,0.003285,12431040600.00,500,12396851400.00,500,1394.35,0.002617
20080523,-0.013030,-0.013044,-0.014123,-0.014150,12268920300.00,500,12431040600.00,500,1375.93,-0.013210
20080527,0.006962,0.006956,0.009094,0.009065,12354259600.00,500,12268920300.00,500,1385.35,0.006846
20080528,0.004128,0.003933,0.005165,0.004888,12402854600.00,500,12354259600.00,500,1390.84,0.003963
20080529,0.005490,0.005371,0.007605,0.007410,12469473600.00,500,12402854600.00,500,1398.26,0.005335
20080530,0.001511,0.001498,0.001220,0.001195,12480087000.00,500,12469473600.00,500,1400.38,0.001516
20080602,-0.010518,-0.010545,-0.011082,-0.011123,12357427700.00,500,12477840700.00,499,1385.67,-0.010504
20080603,-0.005598,-0.005635,-0.003724,-0.003757,12287796000.00,500,12357427700.00,500,1377.65,-0.005788
20080604,0.000215,-0.000269,0.001070,0.000847,12284486500.00,500,12287796000.00,500,1377.20,-0.000327
20080605,0.019662,0.019584,0.016276,0.016156,12525066400.00,500,12284486500.00,500,1404.05,0.019496
20080606,-0.030709,-0.030828,-0.033571,-0.033735,12146502800.00,500,12515921500.00,499,1360.68,-0.030889
20080609,0.000949,0.000914,-0.003521,-0.003567,12157605900.00,500,12146502800.00,500,1361.76,0.000794
20080610,-0.002208,-0.002208,-0.002743,-0.002744,12130758000.00,500,12157605900.00,500,1358.44,-0.002438
20080611,-0.016793,-0.017017,-0.022461,-0.022847,11937170400.00,500,12130758000.00,500,1335.49,-0.016894
20080612,0.003610,0.003542,0.006955,0.006816,11979447100.00,500,11937170400.00,500,1339.87,0.003280
20080613,0.014986,0.014960,0.017191,0.017125,12157634600.00,500,11979447100.00,500,1360.03,0.015046
20080616,0.000115,0.000115,0.002551,0.002551,12159027200.00,500,12157634600.00,500,1360.14,0.000081
20080617,-0.006799,-0.006810,-0.010894,-0.010931,12076227400.00,500,12159027200.00,500,1350.93,-0.006771
20080618,-0.009680,-0.009694,-0.012729,-0.012798,11959164700.00,500,12076227400.00,500,1337.81,-0.009712
20080619,0.004082,0.003824,0.008097,0.008075,12004892000.00,500,11959164700.00,500,1342.83,0.003752
20080620,-0.018580,-0.018591,-0.019497,-0.019514,11781425200.00,500,12004892000.00,500,1317.93,-0.018543
20080623,0.000015,0.000015,-0.007041,-0.007041,11793600200.00,500,11781425200.00,500,1318.00,0.000053
20080624,-0.002678,-0.002693,-0.002146,-0.002182,11761844800.00,500,11793600200.00,500,1314.29,-0.002815
20080625,0.006085,0.006038,0.008510,0.008471,11832863600.00,500,11761844800.00,500,1321.97,0.005843
20080626,-0.028955,-0.029251,-0.030951,-0.031272,11486737700.00,500,11832863600.00,500,1283.15,-0.029365
20080627,-0.003756,-0.003789,-0.004369,-0.004409,11443063400.00,500,11486737700.00,500,1278.38,-0.003717
20080630,0.001151,0.001151,-0.003258,-0.003258,11454626800.00,500,11443063400.00,500,1280.00,0.001267
20080701,0.004135,0.003950,0.002618,0.002503,11506889600.00,500,11452147600.00,499,1284.91,0.003836
20080702,-0.017992,-0.018062,-0.020278,-0.020373,11299054400.00,500,11506889600.00,500,1261.52,-0.018204
20080703,0.001075,0.001056,-0.003245,-0.003277,11307884000.00,500,11299054400.00,500,1262.90,0.001094
20080707,-0.008093,-0.008104,-0.010148,-0.010155,11216240200.00,500,11307884000.00,500,1252.31,-0.008385
20080708,0.017643,0.017267,0.024843,0.024667,11409906400.00,500,11216240200.00,500,1273.70,0.017080
20080709,-0.022656,-0.022761,-0.026766,-0.026907,11150205500.00,500,11409906400.00,500,1244.69,-0.022776
20080710,0.007102,0.007102,0.001401,0.001401,11229398300.00,500,11150205500.00,500,1253.39,0.006990
20080711,-0.010979,-0.011056,-0.013251,-0.013289,11105299800.00,500,11229398300.00,500,1239.49,-0.011090
20080714,-0.008835,-0.008835,-0.014761,-0.014761,11007186200.00,500,11105299800.00,500,1228.30,-0.009028
20080715,-0.010527,-0.010542,-0.007361,-0.007398,10891153900.00,500,11007186200.00,500,1214.91,-0.010901
20080716,0.025064,0.024940,0.038002,0.037975,11162786700.00,500,10891153900.00,500,1245.36,0.025064
20080717,0.011809,0.011775,0.022119,0.022100,11294225200.00,500,11162786700.00,500,1260.32,0.012013
20080718,-0.000060,-0.000064,0.001066,0.001063,11300003600.00,500,11294225200.00,500,1260.68,0.000286
20080721,-0.000662,-0.000686,-0.001304,-0.001318,11292295100.00,500,11300003600.00,500,1260.00,-0.000539
20080722,0.013656,0.013637,0.018324,0.018286,11446252300.00,500,11292295100.00,500,1277.00,0.013492
20080723,0.003982,0.003982,0.008545,0.008545,11491780400.00,500,11446252300.00,500,1282.19,0.004064
20080724,-0.022927,-0.022967,-0.031521,-0.031706,11227854400.00,500,11491780400.00,500,1252.54,-0.023125
20080725,0.004255,0.004243,0.002301,0.002297,11274671000.00,500,11227854400.00,500,1257.76,0.004168
20080728,-0.018449,-0.018450,-0.018739,-0.018745,11066127900.00,500,11274671000.00,500,1234.37,-0.018597
20080729,0.023490,0.023406,0.029427,0.029375,11325136100.00,500,11066127900.00,500,1263.20,0.023356
20080730,0.016536,0.016472,0.012706,0.012562,11511692400.00,500,11325136100.00,500,1284.26,0.016672
20080731,-0.012845,-0.013031,-0.009750,-0.009847,11345697700.00,500,11493778500.00,499,1267.38,-0.013144
20080801,-0.005623,-0.005623,-0.005430,-0.005430,11280219200.00,500,11345697700.00,500,1260.31,-0.005578
20080804,-0.008737,-0.008751,-0.009066,-0.009115,11181226600.00,500,11280219200.00,500,1249.01,-0.008966
20080805,0.028818,0.028717,0.031957,0.031878,11502306600.00,500,11181226600.00,500,1284.88,0.028719
20080806,0.004060,0.003612,0.003760,0.003530,11543849900.00,500,11502306600.00,500,1289.19,0.003354
20080807,-0.018041,-0.018134,-0.019239,-0.019407,11334515300.00,500,11543849900.00,500,1266.07,-0.017934
20080808,0.023915,0.023915,0.028159,0.028159,11605581300.00,500,11334515300.00,500,1296.32,0.023893
20080811,0.007276,0.007038,0.011836,0.011765,11687277700.00,500,11605581300.00,500,1305.32,0.006943
20080812,-0.011639,-0.011676,-0.014545,-0.014583,11550955000.00,500,11687277700.00,500,1289.59,-0.012051
20080813,-0.002780,-0.003136,-0.003844,-0.004197,11514726200.00,500,11550955000.00,500,1285.83,-0.002916
20080814,0.005535,0.005500,0.011745,0.011653,11578061500.00,500,11514726200.00,500,1292.93,0.005522
20080815,0.004286,0.004170,0.007100,0.007085,11626345600.00,500,11578061500.00,500,1298.20,0.004076
20080818,-0.014872,-0.014938,-0.018415,-0.018476,11452676000.00,500,11626345600.00,500,1278.60,-0.015098
20080819,-0.009214,-0.009309,-0.013202,-0.013221,11346066200.00,500,11452676000.00,500,1266.69,-0.009315
20080820,0.006187,0.006115,0.003250,0.003164,11415445100.00,500,11346066200.00,500,1274.54,0.006197
20080821,0.002548,0.002497,0.000907,0.000841,11448622500.00,500,11415445100.00,500,1277.72,0.002495
20080822,0.011538,0.011419,0.013089,0.013066,11583874900.00,500,11448622500.00,500,1292.20,0.011333
20080825,-0.019459,-0.019463,-0.020014,-0.020028,11358430600.00,500,11583874900.00,500,1266.84,-0.019625
20080826,0.003619,0.003614,0.003441,0.003422,11386822200.00,500,11345819400.00,499,1271.51,0.003686
20080827,0.008054,0.007884,0.011470,0.011232,11485056900.00,500,11386822200.00,499,1281.66,0.007983
20080828,0.014869,0.014697,0.019720,0.019401,11653847500.00,500,11485056900.00,500,1300.68,0.014840
20080829,-0.013721,-0.013767,-0.010825,-0.010893,11492578600.00,500,11653847500.00,500,1282.83,-0.013724
20080902,-0.003892,-0.003926,-0.000291,-0.000308,11447408300.00,500,11492578600.00,500,1277.58,-0.004093
20080903,-0.001604,-0.002096,-0.000732,-0.000928,11423415300.00,500,11447408300.00,500,1274.98,-0.002035
20080904,-0.029620,-0.029644,-0.031858,-0.031892,11084774500.00,500,11423415300.00,500,1236.83,-0.029922
20080905,0.004572,0.004512,0.008074,0.007790,11132055300.00,500,11084774500.00,500,1242.31,0.004431
20080908,0.020415,0.020240,0.018010,0.017798,11357495600.00,500,11132055300.00,500,1267.79,0.020510
20080909,-0.033592,-0.033599,-0.037873,-0.037893,10975899200.00,500,11357495600.00,500,1224.51,-0.034138
20080910,0.006030,0.005978,0.005085,0.004930,11041516500.00,500,10975899200.00,500,1232.04,0.006149
20080911,0.014304,0.013977,0.012283,0.011987,11194630600.00,498,11041516500.00,500,1249.05,0.013806
20080912,0.001924,0.001911,0.005117,0.005104,11216025400.00,498,11194630600.00,498,1251.70,0.002122
20080915,-0.046445,-0.046451,-0.049790,-0.049807,10709442200.00,500,11216025400.00,498,1192.70,-0.047136
20080916,0.017108,0.017104,0.015149,0.015122,10892923700.00,500,10709442200.00,500,1213.59,0.017515
20080917,-0.047039,-0.047060,-0.051175,-0.051221,10380215800.00,499,10892923700.00,500,1156.39,-0.047133
20080918,0.042869,0.042555,0.053164,0.053108,10821945500.00,499,10380215800.00,499,1206.51,0.043342
20080919,0.040159,0.040159,0.043489,0.043489,11256540700.00,499,10821945500.00,499,1255.08,0.040257
20080922,-0.037938,-0.037978,-0.045508,-0.045529,10835370600.00,500,11256540700.00,499,1207.09,-0.038237
20080923,-0.015319,-0.015370,-0.014680,-0.014748,10662787700.00,499,10829235500.00,499,1188.22,-0.015633
20080924,-0.001769,-0.001779,-0.003112,-0.003162,10650605000.00,500,10662787700.00,499,1185.87,-0.001978
20080925,0.019586,0.019586,0.016217,0.016217,10859212900.00,500,10650605000.00,500,1209.18,0.019656
20080926,0.003484,0.003266,-0.002868,-0.003159,10893546800.00,500,10859212900.00,500,1213.01,0.003167
20080929,-0.087094,-0.087139,-0.092025,-0.092091,9944047510.00,500,10893274200.00,499,1106.39,-0.087897
20080930,0.054034,0.054030,0.054962,0.054949,10506424200.00,499,9942355030.00,498,1166.36,0.054203
20081001,-0.004515,-0.004662,-0.005766,-0.005895,10457447800.00,499,10506424200.00,499,1161.06,-0.004544
20081002,-0.039620,-0.039796,-0.050504,-0.050616,10045325400.00,500,10457447800.00,499,1114.28,-0.040291
20081003,-0.013309,-0.013327,-0.015103,-0.015122,9911348830.00,500,10045325400.00,500,1099.23,-0.013506
20081006,-0.037788,-0.037801,-0.041280,-0.041287,9536693970.00,500,9911348830.00,500,1056.89,-0.038518
20081007,-0.058172,-0.058180,-0.062022,-0.062029,8971453350.00,500,9519207410.00,499,996.23,-0.057395
20081008,-0.010852,-0.011372,-0.011999,-0.012270,8869429020.00,500,8971453350.00,500,984.94,-0.011333
20081009,-0.075734,-0.075749,-0.082105,-0.082130,8196840200.00,500,8869429020.00,500,909.92,-0.076167
20081010,-0.011172,-0.011263,-0.005486,-0.005526,8104521730.00,500,8196840200.00,500,899.22,-0.011759
20081013,0.115133,0.115133,0.120949,0.120949,9037622660.00,500,8104521730.00,500,1003.35,0.115800
20081014,-0.006043,-0.006054,-0.002563,-0.002578,8982909640.00,500,9037622660.00,500,998.01,-0.005322
20081015,-0.089966,-0.090056,-0.098717,-0.098801,8173941240.00,500,8982909640.00,500,907.84,-0.090350
20081016,0.043350,0.043317,0.039052,0.039028,8528002180.00,500,8173941240.00,500,946.43,0.042507
20081017,-0.006222,-0.006234,-0.001147,-0.001152,8474839650.00,500,8528002180.00,500,940.55,-0.006213
20081020,0.047038,0.047032,0.045297,0.045293,8871416390.00,500,8474839650.00,500,985.40,0.047685
20081021,-0.030627,-0.030628,-0.033754,-0.033762,8599670750.00,500,8871416390.00,500,955.05,-0.030800
20081022,-0.059075,-0.059270,-0.069161,-0.069201,8095674860.00,500,8599670750.00,500,896.78,-0.061013
20081023,0.010967,0.010925,-0.009843,-0.010076,8184133220.00,500,8095674860.00,500,908.11,0.012634
20081024,-0.034157,-0.034166,-0.037346,-0.037367,7903665840.00,500,8184133220.00,500,876.77,-0.034511
20081027,-0.031781,-0.031781,-0.036218,-0.036218,7652045270.00,500,7903665840.00,500,848.92,-0.031764
20081028,0.107242,0.107240,0.109076,0.109064,8472649280.00,500,7652045270.00,500,940.51,0.107890
20081029,-0.011462,-0.011604,-0.000209,-0.000330,8374333960.00,500,8472649280.00,500,930.09,-0.011079
20081030,0.027034,0.026849,0.034857,0.034667,8599176180.00,500,8374333960.00,500,954.09,0.025804
20081031,0.015354,0.015354,0.025318,0.025318,8721274810.00,500,8599176180.00,500,968.75,0.015365
20081103,-0.002754,-0.002765,-0.000563,-0.000603,8696336170.00,500,8721274810.00,500,966.30,-0.002529
20081104,0.040260,0.040253,0.044471,0.044459,9046369360.00,500,8696336170.00,500,1005.75,0.040826
20081105,-0.051925,-0.052487,-0.054464,-0.054698,8571553650.00,500,9046369360.00,500,952.77,-0.052677
20081106,-0.049469,-0.049720,-0.055905,-0.056124,8146162410.00,500,8571553650.00,500,904.88,-0.050264
20081107,0.029010,0.028665,0.025916,0.025661,8379673260.00,500,8146162410.00,500,930.99,0.028855
20081110,-0.012278,-0.012411,-0.024263,-0.024372,8275666830.00,500,8379673260.00,500,919.21,-0.012653
20081111,-0.021952,-0.021952,-0.032429,-0.032429,8093738680.00,499,8275666830.00,500,898.95,-0.022041
20081112,-0.051133,-0.051567,-0.061537,-0.062196,7676366260.00,499,8093738680.00,499,852.30,-0.051894
20081113,0.068917,0.068808,0.078560,0.078353,8210807020.00,499,7676366260.00,499,911.29,0.069213
20081114,-0.041769,-0.041940,-0.050009,-0.050039,7872146860.00,499,8208647620.00,498,873.29,-0.041699
20081117,-0.025825,-0.025863,-0.031633,-0.031679,7673586920.00,500,7872146860.00,499,850.75,-0.025810
20081118,0.010164,0.009951,-0.000466,-0.000546,7700178570.00,500,7623998840.00,499,859.12,0.009838
20081119,-0.060627,-0.060736,-0.077409,-0.077588,7237566820.00,500,7700178570.00,499,806.58,-0.061156
20081120,-0.065964,-0.066006,-0.077545,-0.077661,6759842990.00,500,7237566820.00,500,752.44,-0.067123
20081121,0.063255,0.063045,0.064973,0.064902,7186088050.00,500,6759842990.00,500,800.03,0.063248
20081124,0.063415,0.063386,0.093088,0.092912,7640691760.00,500,7181353110.00,499,851.81,0.064723
20081125,0.006564,0.006412,0.015495,0.015109,7689657750.00,500,7640691760.00,500,857.39,0.006551
20081126,0.035612,0.035203,0.051169,0.050666,7960357190.00,500,7689657750.00,500,887.68,0.035328
20081128,0.009108,0.009073,0.011924,0.011823,8037282260.00,500,7960357190.00,500,896.24,0.009643
20081201,-0.088632,-0.088695,-0.100798,-0.100858,7324445020.00,500,8037282260.00,500,816.21,-0.089295
20081202,0.039451,0.039376,0.045473,0.045359,7616801670.00,500,7324445020.00,500,848.81,0.039941
20081203,0.026509,0.025973,0.029553,0.029162,7814634780.00,500,7616801670.00,500,870.74,0.025836
20081204,-0.028669,-0.028708,-0.031393,-0.031448,7590295730.00,500,7814634780.00,500,845.22,-0.029308
20081205,0.037041,0.037014,0.048850,0.048699,7870970640.00,500,7590295730.00,500,876.07,0.036499
20081208,0.037990,0.037822,0.045662,0.045381,8173264800.00,500,7870970640.00,500,909.70,0.038387
20081209,-0.022993,-0.023026,-0.018955,-0.018966,7985069520.00,500,8173264800.00,500,888.67,-0.023118
20081210,0.011764,0.011660,0.020816,0.020564,8078230580.00,500,7985069520.00,500,899.24,0.011894
20081211,-0.028225,-0.028563,-0.038343,-0.038725,7847489060.00,500,8078230580.00,500,873.59,-0.028524
20081212,0.007138,0.007134,0.013549,0.013541,7903245340.00,500,7847489060.00,500,879.73,0.007028
20081215,-0.012723,-0.012766,-0.019616,-0.019683,7802353610.00,500,7903245340.00,500,868.57,-0.012686
20081216,0.051000,0.050990,0.063688,0.063662,8200198600.00,500,7802353610.00,500,913.18,0.051360
20081217,-0.009406,-0.009450,-0.000488,-0.000605,8122706860.00,500,8200198600.00,500,904.42,-0.009593
20081218,-0.020668,-0.020719,-0.023277,-0.023370,7954415610.00,500,8122706860.00,500,885.28,-0.021163
20081219,0.002973,0.002962,0.009932,0.009915,7967196740.00,500,7954415610.00,500,887.88,0.002937
20081222,-0.017844,-0.017933,-0.029051,-0.029110,7824318540.00,500,7967196740.00,500,871.63,-0.018302
20081223,-0.009530,-0.009726,-0.012798,-0.012849,7746094220.00,500,7817116990.00,499,863.16,-0.009717
20081224,0.006205,0.005741,0.006710,0.006230,7790563110.00,500,7746094220.00,500,868.15,0.005781
20081226,0.005217,0.005217,0.008440,0.008440,7831160530.00,500,7790563110.00,500,872.80,0.005356
20081229,-0.003809,-0.004139,-0.009198,-0.009683,7798745080.00,500,7831160530.00,500,869.42,-0.003873
20081230,0.024397,0.024198,0.032376,0.032176,7987458540.00,500,7798745080.00,500,890.64,0.024407
20081231,0.014131,0.014114,0.020473,0.020429,8109042730.00,500,7987458540.00,500,903.25,0.014158
