PERMNO,date,TICKER,COMNAM,PRC,RET,CFACPR
77178,20170911,QCOM,QUALCOMM INC,50.57000,0.018735,1
77178,20170912,QCOM,QUALCOMM INC,50.90000,0.006526,1
77178,20170913,QCOM,QUALCOMM INC,51.01000,0.002161,1
77178,20170914,QCOM,QUALCOMM INC,51.48000,0.009214,1
77178,20170915,QCOM,QUALCOMM INC,52.19000,0.013792,1
77178,20170918,QCOM,QUALCOMM INC,52.25000,0.001150,1
77178,20170919,QCOM,QUALCOMM INC,52.30000,0.000957,1
77178,20170920,QCOM,QUALCOMM INC,51.98000,-0.006119,1
77178,20170921,QCOM,QUALCOMM INC,52.03000,0.000962,1
77178,20170922,QCOM,QUALCOMM INC,52.09000,0.001153,1
77178,20170925,QCOM,QUALCOMM INC,51.62000,-0.009023,1
77178,20170926,QCOM,QUALCOMM INC,51.13000,-0.009492,1
77178,20170927,QCOM,QUALCOMM INC,51.55000,0.008214,1
77178,20170928,QCOM,QUALCOMM INC,51.75000,0.003880,1
77178,20170929,QCOM,QUALCOMM INC,51.84000,0.001739,1
77178,20171002,QCOM,QUALCOMM INC,51.88000,0.000772,1
77178,20171003,QCOM,QUALCOMM INC,52.02000,0.002699,1
77178,20171004,QCOM,QUALCOMM INC,51.96000,-0.001153,1
77178,20171005,QCOM,QUALCOMM INC,52.35000,0.007506,1
77178,20171006,QCOM,QUALCOMM INC,52.49000,0.002674,1
77178,20171009,QCOM,QUALCOMM INC,52.88000,0.007430,1
77178,20171010,QCOM,QUALCOMM INC,53.87000,0.018722,1
77178,20171011,QCOM,QUALCOMM INC,54.12000,0.004641,1
77178,20171012,QCOM,QUALCOMM INC,53.00000,-0.020695,1
77178,20171013,QCOM,QUALCOMM INC,52.82000,-0.003396,1
77178,20171016,QCOM,QUALCOMM INC,52.38000,-0.008330,1
77178,20171017,QCOM,QUALCOMM INC,52.41000,0.000573,1
77178,20171018,QCOM,QUALCOMM INC,52.21000,-0.003816,1
77178,20171019,QCOM,QUALCOMM INC,52.29000,0.001532,1
77178,20171020,QCOM,QUALCOMM INC,52.02000,-0.005164,1
77178,20171023,QCOM,QUALCOMM INC,53.39000,0.026336,1
77178,20171024,QCOM,QUALCOMM INC,54.25000,0.016108,1
77178,20171025,QCOM,QUALCOMM INC,53.84000,-0.007558,1
77178,20171026,QCOM,QUALCOMM INC,53.80000,-0.000743,1
77178,20171027,QCOM,QUALCOMM INC,54.57000,0.014312,1
77178,20171030,QCOM,QUALCOMM INC,54.66000,0.001649,1
77178,20171031,QCOM,QUALCOMM INC,51.01000,-0.066776,1
77178,20171101,QCOM,QUALCOMM INC,53.46000,0.048030,1
77178,20171102,QCOM,QUALCOMM INC,54.84000,0.025814,1
77178,20171103,QCOM,QUALCOMM INC,61.81000,0.127097,1
77178,20171106,QCOM,QUALCOMM INC,62.52000,0.011487,1
77178,20171107,QCOM,QUALCOMM INC,64.10000,0.025272,1
77178,20171108,QCOM,QUALCOMM INC,65.49000,0.021685,1
77178,20171109,QCOM,QUALCOMM INC,64.60000,-0.013590,1
77178,20171110,QCOM,QUALCOMM INC,64.57000,-0.000464,1
77178,20171113,QCOM,QUALCOMM INC,66.49000,0.029735,1
77178,20171114,QCOM,QUALCOMM INC,66.00000,-0.007369,1
77178,20171115,QCOM,QUALCOMM INC,65.61000,-0.005909,1
77178,20171116,QCOM,QUALCOMM INC,66.11000,0.007621,1
77178,20171117,QCOM,QUALCOMM INC,66.72000,0.009227,1
77178,20171120,QCOM,QUALCOMM INC,66.47000,-0.003747,1
77178,20171121,QCOM,QUALCOMM INC,66.67000,0.003009,1
77178,20171122,QCOM,QUALCOMM INC,68.13000,0.021899,1
77178,20171124,QCOM,QUALCOMM INC,68.91000,0.011449,1
77178,20171127,QCOM,QUALCOMM INC,68.14000,-0.011174,1
77178,20171128,QCOM,QUALCOMM INC,68.38000,0.011887,1
77178,20171129,QCOM,QUALCOMM INC,66.52000,-0.027201,1
77178,20171130,QCOM,QUALCOMM INC,66.34000,-0.002706,1
77178,20171201,QCOM,QUALCOMM INC,65.49000,-0.012813,1
77178,20171204,QCOM,QUALCOMM INC,64.56000,-0.014201,1
77178,20171205,QCOM,QUALCOMM INC,64.69000,0.002014,1
77178,20171206,QCOM,QUALCOMM INC,64.98000,0.004483,1
77178,20171207,QCOM,QUALCOMM INC,65.23000,0.003847,1
77178,20171208,QCOM,QUALCOMM INC,64.24000,-0.015177,1
77178,20171211,QCOM,QUALCOMM INC,65.18000,0.014633,1
77178,20171212,QCOM,QUALCOMM INC,64.86000,-0.004909,1
77178,20171213,QCOM,QUALCOMM INC,64.90000,0.000617,1
77178,20171214,QCOM,QUALCOMM INC,64.70000,-0.003082,1
77178,20171215,QCOM,QUALCOMM INC,64.76000,0.000927,1
77178,20171218,QCOM,QUALCOMM INC,65.38000,0.009574,1
77178,20171219,QCOM,QUALCOMM INC,64.50000,-0.013460,1
77178,20171220,QCOM,QUALCOMM INC,64.60000,0.001550,1
77178,20171221,QCOM,QUALCOMM INC,64.39000,-0.003251,1
77178,20171222,QCOM,QUALCOMM INC,64.73000,0.005280,1
77178,20171226,QCOM,QUALCOMM INC,64.30000,-0.006643,1
77178,20171227,QCOM,QUALCOMM INC,64.54000,0.003732,1
77178,20171228,QCOM,QUALCOMM INC,64.38000,-0.002479,1
77178,20171229,QCOM,QUALCOMM INC,64.02000,-0.005592,1
77178,20180102,QCOM,QUALCOMM INC,65.20000,0.018432,1
77178,20180103,QCOM,QUALCOMM INC,65.94000,0.011350,1
77178,20180104,QCOM,QUALCOMM INC,66.03000,0.001365,1
77178,20180105,QCOM,QUALCOMM INC,66.47000,0.006664,1
77178,20180108,QCOM,QUALCOMM INC,66.27000,-0.003009,1
77178,20180109,QCOM,QUALCOMM INC,65.27000,-0.015090,1
77178,20180110,QCOM,QUALCOMM INC,65.26000,-0.000153,1
77178,20180111,QCOM,QUALCOMM INC,65.43000,0.002605,1
77178,20180112,QCOM,QUALCOMM INC,65.38000,-0.000764,1
77178,20180116,QCOM,QUALCOMM INC,68.25000,0.043897,1
77178,20180117,QCOM,QUALCOMM INC,68.02000,-0.003370,1
77178,20180118,QCOM,QUALCOMM INC,68.05000,0.000441,1
77178,20180119,QCOM,QUALCOMM INC,68.04000,-0.000147,1
77178,20180122,QCOM,QUALCOMM INC,68.67000,0.009259,1
77178,20180123,QCOM,QUALCOMM INC,68.34000,-0.004806,1
77178,20180124,QCOM,QUALCOMM INC,67.98000,-0.005268,1
77178,20180125,QCOM,QUALCOMM INC,67.42000,-0.008238,1
77178,20180126,QCOM,QUALCOMM INC,68.53000,0.016464,1
77178,20180129,QCOM,QUALCOMM INC,67.32000,-0.017656,1
77178,20180130,QCOM,QUALCOMM INC,66.99000,-0.004902,1
77178,20180131,QCOM,QUALCOMM INC,68.25000,0.018809,1
77178,20180201,QCOM,QUALCOMM INC,66.80000,-0.021245,1
77178,20180202,QCOM,QUALCOMM INC,66.07000,-0.010928,1
77178,20180205,QCOM,QUALCOMM INC,61.73000,-0.065688,1
77178,20180206,QCOM,QUALCOMM INC,64.40000,0.043253,1
77178,20180207,QCOM,QUALCOMM INC,65.04000,0.009938,1
77178,20180208,QCOM,QUALCOMM INC,62.42000,-0.040283,1
77178,20180209,QCOM,QUALCOMM INC,63.99000,0.025152,1
77178,20180212,QCOM,QUALCOMM INC,65.66000,0.026098,1
77178,20180213,QCOM,QUALCOMM INC,65.70000,0.000609,1
77178,20180214,QCOM,QUALCOMM INC,66.59000,0.013546,1
77178,20180215,QCOM,QUALCOMM INC,65.28000,-0.019673,1
77178,20180216,QCOM,QUALCOMM INC,64.85000,-0.006587,1
77178,20180220,QCOM,QUALCOMM INC,63.99000,-0.013261,1
77178,20180221,QCOM,QUALCOMM INC,63.40000,-0.009220,1
77178,20180222,QCOM,QUALCOMM INC,62.18000,-0.019243,1
77178,20180223,QCOM,QUALCOMM INC,63.32000,0.018334,1
77178,20180226,QCOM,QUALCOMM INC,66.98000,0.057802,1
77178,20180227,QCOM,QUALCOMM INC,66.34000,-0.001045,1
77178,20180228,QCOM,QUALCOMM INC,65.00000,-0.020199,1
77178,20180301,QCOM,QUALCOMM INC,64.96000,-0.000615,1
77178,20180302,QCOM,QUALCOMM INC,64.74000,-0.003387,1
77178,20180305,QCOM,QUALCOMM INC,64.01000,-0.011276,1
77178,20180306,QCOM,QUALCOMM INC,62.14000,-0.029214,1
77178,20180307,QCOM,QUALCOMM INC,62.49000,0.005632,1
77178,20180308,QCOM,QUALCOMM INC,61.82000,-0.010722,1
77178,20180309,QCOM,QUALCOMM INC,63.03000,0.019573,1
77178,20180312,QCOM,QUALCOMM INC,62.81000,-0.003490,1
77178,20180313,QCOM,QUALCOMM INC,59.70000,-0.049514,1
77178,20180314,QCOM,QUALCOMM INC,60.12000,0.007035,1
77178,20180315,QCOM,QUALCOMM INC,59.89000,-0.003826,1
77178,20180316,QCOM,QUALCOMM INC,60.62000,0.012189,1
77178,20180319,QCOM,QUALCOMM INC,58.37000,-0.037116,1
77178,20180320,QCOM,QUALCOMM INC,58.26000,-0.001885,1
77178,20180321,QCOM,QUALCOMM INC,56.81000,-0.024888,1
77178,20180322,QCOM,QUALCOMM INC,55.58000,-0.021651,1
77178,20180323,QCOM,QUALCOMM INC,53.66000,-0.034545,1
77178,20180326,QCOM,QUALCOMM INC,56.13000,0.046031,1
77178,20180327,QCOM,QUALCOMM INC,54.84000,-0.022982,1
77178,20180328,QCOM,QUALCOMM INC,54.70000,-0.002553,1
77178,20180329,QCOM,QUALCOMM INC,55.41000,0.012980,1
77178,20180402,QCOM,QUALCOMM INC,53.81000,-0.028876,1
77178,20180403,QCOM,QUALCOMM INC,54.78000,0.018026,1
77178,20180404,QCOM,QUALCOMM INC,54.99000,0.003834,1
77178,20180405,QCOM,QUALCOMM INC,55.04000,0.000909,1
77178,20180406,QCOM,QUALCOMM INC,53.12000,-0.034884,1
77178,20180409,QCOM,QUALCOMM INC,53.43000,0.005836,1
77178,20180410,QCOM,QUALCOMM INC,54.77000,0.025080,1
77178,20180411,QCOM,QUALCOMM INC,55.01000,0.004382,1
77178,20180412,QCOM,QUALCOMM INC,55.20000,0.003454,1
77178,20180413,QCOM,QUALCOMM INC,55.73000,0.009601,1
77178,20180416,QCOM,QUALCOMM INC,54.77000,-0.017226,1
77178,20180417,QCOM,QUALCOMM INC,55.35000,0.010590,1
77178,20180418,QCOM,QUALCOMM INC,55.23000,-0.002168,1
77178,20180419,QCOM,QUALCOMM INC,52.57000,-0.048162,1
77178,20180420,QCOM,QUALCOMM INC,51.44000,-0.021495,1
77178,20180423,QCOM,QUALCOMM INC,50.53000,-0.017691,1
77178,20180424,QCOM,QUALCOMM INC,49.94000,-0.011676,1
77178,20180425,QCOM,QUALCOMM INC,49.75000,-0.003805,1
77178,20180426,QCOM,QUALCOMM INC,50.47000,0.014472,1
77178,20180427,QCOM,QUALCOMM INC,51.11000,0.012681,1
77178,20180430,QCOM,QUALCOMM INC,51.01000,-0.001957,1
77178,20180501,QCOM,QUALCOMM INC,50.82000,-0.003725,1
77178,20180502,QCOM,QUALCOMM INC,50.26000,-0.011019,1
77178,20180503,QCOM,QUALCOMM INC,50.31000,0.000995,1
77178,20180504,QCOM,QUALCOMM INC,52.49000,0.043331,1
77178,20180507,QCOM,QUALCOMM INC,53.01000,0.009907,1
77178,20180508,QCOM,QUALCOMM INC,52.86000,-0.002830,1
77178,20180509,QCOM,QUALCOMM INC,53.17000,0.005865,1
77178,20180510,QCOM,QUALCOMM INC,54.97000,0.033854,1
77178,20180511,QCOM,QUALCOMM INC,55.23000,0.004730,1
77178,20180514,QCOM,QUALCOMM INC,56.74000,0.027340,1
77178,20180515,QCOM,QUALCOMM INC,55.64000,-0.019387,1
77178,20180516,QCOM,QUALCOMM INC,56.70000,0.019051,1
77178,20180517,QCOM,QUALCOMM INC,56.95000,0.004409,1
77178,20180518,QCOM,QUALCOMM INC,57.51000,0.009833,1
77178,20180521,QCOM,QUALCOMM INC,57.71000,0.003478,1
77178,20180522,QCOM,QUALCOMM INC,57.39000,-0.005545,1
77178,20180523,QCOM,QUALCOMM INC,58.82000,0.024917,1
77178,20180524,QCOM,QUALCOMM INC,59.08000,0.004420,1
77178,20180525,QCOM,QUALCOMM INC,59.96000,0.014895,1
77178,20180529,QCOM,QUALCOMM INC,58.23000,-0.018512,1
77178,20180530,QCOM,QUALCOMM INC,58.39000,0.002748,1
77178,20180531,QCOM,QUALCOMM INC,58.12000,-0.004624,1
77178,20180601,QCOM,QUALCOMM INC,58.61000,0.008431,1
77178,20180604,QCOM,QUALCOMM INC,58.71000,0.001706,1
77178,20180605,QCOM,QUALCOMM INC,58.98000,0.004599,1
77178,20180606,QCOM,QUALCOMM INC,59.84000,0.014581,1
77178,20180607,QCOM,QUALCOMM INC,60.64000,0.013369,1
77178,20180608,QCOM,QUALCOMM INC,60.26000,-0.006267,1
77178,20180611,QCOM,QUALCOMM INC,59.93000,-0.005476,1
77178,20180612,QCOM,QUALCOMM INC,59.79000,-0.002336,1
77178,20180613,QCOM,QUALCOMM INC,59.22000,-0.009533,1
77178,20180614,QCOM,QUALCOMM INC,59.46000,0.004053,1
77178,20180615,QCOM,QUALCOMM INC,59.86000,0.006727,1
77178,20180618,QCOM,QUALCOMM INC,59.20000,-0.011026,1
77178,20180619,QCOM,QUALCOMM INC,58.70000,-0.008446,1
77178,20180620,QCOM,QUALCOMM INC,58.79000,0.001533,1
77178,20180621,QCOM,QUALCOMM INC,58.75000,-0.000680,1
77178,20180622,QCOM,QUALCOMM INC,58.50000,-0.004255,1
77178,20180625,QCOM,QUALCOMM INC,57.05000,-0.024786,1
77178,20180626,QCOM,QUALCOMM INC,56.45000,-0.010517,1
77178,20180627,QCOM,QUALCOMM INC,55.17000,-0.022675,1
77178,20180628,QCOM,QUALCOMM INC,55.90000,0.013232,1
77178,20180629,QCOM,QUALCOMM INC,56.12000,0.003936,1
77178,20180702,QCOM,QUALCOMM INC,56.18000,0.001069,1
77178,20180703,QCOM,QUALCOMM INC,55.33000,-0.015130,1
77178,20180705,QCOM,QUALCOMM INC,57.38000,0.037050,1
77178,20180706,QCOM,QUALCOMM INC,57.84000,0.008017,1
77178,20180709,QCOM,QUALCOMM INC,58.04000,0.003458,1
77178,20180710,QCOM,QUALCOMM INC,58.37000,0.005686,1
77178,20180711,QCOM,QUALCOMM INC,57.30000,-0.018331,1
77178,20180712,QCOM,QUALCOMM INC,58.32000,0.017801,1
77178,20180713,QCOM,QUALCOMM INC,58.39000,0.001200,1
77178,20180716,QCOM,QUALCOMM INC,58.35000,-0.000685,1
77178,20180717,QCOM,QUALCOMM INC,58.91000,0.009597,1
77178,20180718,QCOM,QUALCOMM INC,58.76000,-0.002546,1
77178,20180719,QCOM,QUALCOMM INC,59.31000,0.009360,1
77178,20180720,QCOM,QUALCOMM INC,58.61000,-0.011802,1
77178,20180723,QCOM,QUALCOMM INC,59.08000,0.008019,1
77178,20180724,QCOM,QUALCOMM INC,58.85000,-0.003893,1
77178,20180725,QCOM,QUALCOMM INC,59.42000,0.009686,1
77178,20180726,QCOM,QUALCOMM INC,63.58000,0.070010,1
77178,20180727,QCOM,QUALCOMM INC,62.69000,-0.013998,1
77178,20180730,QCOM,QUALCOMM INC,62.04000,-0.010368,1
77178,20180731,QCOM,QUALCOMM INC,64.09000,0.033043,1
77178,20180801,QCOM,QUALCOMM INC,64.35000,0.004057,1
77178,20180802,QCOM,QUALCOMM INC,64.77000,0.006527,1
77178,20180803,QCOM,QUALCOMM INC,65.40000,0.009727,1
77178,20180806,QCOM,QUALCOMM INC,65.73000,0.005046,1
77178,20180807,QCOM,QUALCOMM INC,65.44000,-0.004412,1
77178,20180808,QCOM,QUALCOMM INC,65.16000,-0.004279,1
77178,20180809,QCOM,QUALCOMM INC,65.08000,-0.001228,1
77178,20180810,QCOM,QUALCOMM INC,64.82000,-0.003995,1
77178,20180813,QCOM,QUALCOMM INC,64.84000,0.000308,1
77178,20180814,QCOM,QUALCOMM INC,65.43000,0.009099,1
77178,20180815,QCOM,QUALCOMM INC,65.68000,0.003821,1
77178,20180816,QCOM,QUALCOMM INC,65.76000,0.001218,1
77178,20180817,QCOM,QUALCOMM INC,66.06000,0.004562,1
77178,20180820,QCOM,QUALCOMM INC,66.16000,0.001514,1
77178,20180821,QCOM,QUALCOMM INC,66.55000,0.005895,1
77178,20180822,QCOM,QUALCOMM INC,66.84000,0.004358,1
77178,20180823,QCOM,QUALCOMM INC,66.86000,0.000299,1
77178,20180824,QCOM,QUALCOMM INC,67.15000,0.004337,1
77178,20180827,QCOM,QUALCOMM INC,67.34000,0.002829,1
77178,20180828,QCOM,QUALCOMM INC,69.78000,0.036234,1
77178,20180829,QCOM,QUALCOMM INC,69.20000,-0.008312,1
77178,20180830,QCOM,QUALCOMM INC,68.14000,-0.015318,1
77178,20180831,QCOM,QUALCOMM INC,68.71000,0.008365,1
77178,20180904,QCOM,QUALCOMM INC,69.98000,0.027507,1
77178,20180905,QCOM,QUALCOMM INC,70.89000,0.013004,1
77178,20180906,QCOM,QUALCOMM INC,70.36000,-0.007476,1
77178,20180907,QCOM,QUALCOMM INC,70.38000,0.000284,1
77178,20180910,QCOM,QUALCOMM INC,72.32000,0.027565,1
77178,20180911,QCOM,QUALCOMM INC,72.51000,0.002627,1
77178,20180912,QCOM,QUALCOMM INC,71.75000,-0.010481,1
77178,20180913,QCOM,QUALCOMM INC,74.61000,0.039861,1
77178,20180914,QCOM,QUALCOMM INC,75.09000,0.006433,1
77178,20180917,QCOM,QUALCOMM INC,73.24000,-0.024637,1
77178,20180918,QCOM,QUALCOMM INC,74.72000,0.020208,1
77178,20180919,QCOM,QUALCOMM INC,74.06000,-0.008833,1
77178,20180920,QCOM,QUALCOMM INC,74.60000,0.007291,1
77178,20180921,QCOM,QUALCOMM INC,73.70000,-0.012064,1
77178,20180924,QCOM,QUALCOMM INC,73.58000,-0.001628,1
77178,20180925,QCOM,QUALCOMM INC,72.74000,-0.011416,1
77178,20180926,QCOM,QUALCOMM INC,71.76000,-0.013473,1
77178,20180927,QCOM,QUALCOMM INC,71.71000,-0.000697,1
77178,20180928,QCOM,QUALCOMM INC,72.03000,0.004462,1
77178,20181001,QCOM,QUALCOMM INC,72.60000,0.007913,1
77178,20181002,QCOM,QUALCOMM INC,73.35000,0.010331,1
77178,20181003,QCOM,QUALCOMM INC,72.64000,-0.009680,1
77178,20181004,QCOM,QUALCOMM INC,72.38000,-0.003579,1
77178,20181005,QCOM,QUALCOMM INC,71.21000,-0.016165,1
77178,20181008,QCOM,QUALCOMM INC,70.93000,-0.003932,1
77178,20181009,QCOM,QUALCOMM INC,70.13000,-0.011279,1
77178,20181010,QCOM,QUALCOMM INC,66.73000,-0.048481,1
77178,20181011,QCOM,QUALCOMM INC,64.29000,-0.036565,1
77178,20181012,QCOM,QUALCOMM INC,64.29000,0.000000,1
77178,20181015,QCOM,QUALCOMM INC,64.17000,-0.001867,1
77178,20181016,QCOM,QUALCOMM INC,66.12000,0.030388,1
77178,20181017,QCOM,QUALCOMM INC,66.10000,-0.000303,1
77178,20181018,QCOM,QUALCOMM INC,65.15000,-0.014372,1
77178,20181019,QCOM,QUALCOMM INC,65.36000,0.003223,1
77178,20181022,QCOM,QUALCOMM INC,66.12000,0.011628,1
77178,20181023,QCOM,QUALCOMM INC,66.38000,0.003932,1
77178,20181024,QCOM,QUALCOMM INC,62.62000,-0.056644,1
77178,20181025,QCOM,QUALCOMM INC,63.20000,0.009262,1
77178,20181026,QCOM,QUALCOMM INC,62.48000,-0.011392,1
77178,20181029,QCOM,QUALCOMM INC,62.17000,-0.004962,1
77178,20181030,QCOM,QUALCOMM INC,63.18000,0.016246,1
77178,20181031,QCOM,QUALCOMM INC,62.89000,-0.004590,1
77178,20181101,QCOM,QUALCOMM INC,63.71000,0.013039,1
77178,20181102,QCOM,QUALCOMM INC,63.33000,-0.005964,1
77178,20181105,QCOM,QUALCOMM INC,63.47000,0.002211,1
77178,20181106,QCOM,QUALCOMM INC,63.63000,0.002521,1
77178,20181107,QCOM,QUALCOMM INC,63.21000,-0.006601,1
77178,20181108,QCOM,QUALCOMM INC,58.05000,-0.081633,1
77178,20181109,QCOM,QUALCOMM INC,56.72000,-0.022911,1
77178,20181112,QCOM,QUALCOMM INC,54.49000,-0.039316,1
77178,20181113,QCOM,QUALCOMM INC,54.16000,-0.006056,1
77178,20181114,QCOM,QUALCOMM INC,53.94000,-0.004062,1
77178,20181115,QCOM,QUALCOMM INC,55.39000,0.026882,1
77178,20181116,QCOM,QUALCOMM INC,55.88000,0.008846,1
77178,20181119,QCOM,QUALCOMM INC,54.90000,-0.017538,1
77178,20181120,QCOM,QUALCOMM INC,54.92000,0.000364,1
77178,20181121,QCOM,QUALCOMM INC,55.27000,0.006373,1
77178,20181123,QCOM,QUALCOMM INC,55.25000,-0.000362,1
77178,20181126,QCOM,QUALCOMM INC,55.73000,0.008688,1
77178,20181127,QCOM,QUALCOMM INC,55.57000,-0.002871,1
77178,20181128,QCOM,QUALCOMM INC,56.65000,0.019435,1
77178,20181129,QCOM,QUALCOMM INC,58.11000,0.025772,1
77178,20181130,QCOM,QUALCOMM INC,58.26000,0.002581,1
77178,20181203,QCOM,QUALCOMM INC,59.14000,0.015105,1
77178,20181204,QCOM,QUALCOMM INC,57.73000,-0.023842,1
77178,20181206,QCOM,QUALCOMM INC,57.11000,0.000000,1
77178,20181207,QCOM,QUALCOMM INC,55.99000,-0.019611,1
77178,20181210,QCOM,QUALCOMM INC,57.24000,0.022325,1
77178,20181211,QCOM,QUALCOMM INC,57.35000,0.001922,1
77178,20181212,QCOM,QUALCOMM INC,57.72000,0.006452,1
77178,20181213,QCOM,QUALCOMM INC,58.09000,0.006410,1
77178,20181214,QCOM,QUALCOMM INC,57.62000,-0.008091,1
77178,20181217,QCOM,QUALCOMM INC,57.00000,-0.010760,1
77178,20181218,QCOM,QUALCOMM INC,57.78000,0.013684,1
77178,20181219,QCOM,QUALCOMM INC,56.69000,-0.018865,1
77178,20181220,QCOM,QUALCOMM INC,56.37000,-0.005645,1
77178,20181221,QCOM,QUALCOMM INC,54.85000,-0.026965,1
77178,20181224,QCOM,QUALCOMM INC,53.65000,-0.021878,1
77178,20181226,QCOM,QUALCOMM INC,55.96000,0.043057,1
77178,20181227,QCOM,QUALCOMM INC,56.09000,0.002323,1
77178,20181228,QCOM,QUALCOMM INC,56.81000,0.012837,1
77178,20181231,QCOM,QUALCOMM INC,56.91000,0.001760,1
77178,20190102,QCOM,QUALCOMM INC,57.40000,0.008610,1
77178,20190103,QCOM,QUALCOMM INC,55.70000,-0.029617,1
77178,20190104,QCOM,QUALCOMM INC,56.60000,0.016158,1
77178,20190107,QCOM,QUALCOMM INC,56.44000,-0.002827,1
77178,20190108,QCOM,QUALCOMM INC,55.95000,-0.008682,1
77178,20190109,QCOM,QUALCOMM INC,56.61000,0.011796,1
77178,20190110,QCOM,QUALCOMM INC,56.80000,0.003356,1
77178,20190111,QCOM,QUALCOMM INC,57.50000,0.012324,1
77178,20190114,QCOM,QUALCOMM INC,57.30000,-0.003478,1
77178,20190115,QCOM,QUALCOMM INC,55.73000,-0.027400,1
77178,20190116,QCOM,QUALCOMM INC,55.27000,-0.008254,1
77178,20190117,QCOM,QUALCOMM INC,54.77000,-0.009046,1
77178,20190118,QCOM,QUALCOMM INC,55.27000,0.009129,1
77178,20190122,QCOM,QUALCOMM INC,54.29000,-0.017731,1
77178,20190123,QCOM,QUALCOMM INC,51.77000,-0.046417,1
77178,20190124,QCOM,QUALCOMM INC,50.81000,-0.018544,1
77178,20190125,QCOM,QUALCOMM INC,51.30000,0.009644,1
77178,20190128,QCOM,QUALCOMM INC,50.64000,-0.012865,1
77178,20190129,QCOM,QUALCOMM INC,49.40000,-0.024487,1
77178,20190130,QCOM,QUALCOMM INC,50.17000,0.015587,1
77178,20190131,QCOM,QUALCOMM INC,49.52000,-0.012956,1
77178,20190201,QCOM,QUALCOMM INC,49.61000,0.001817,1
77178,20190204,QCOM,QUALCOMM INC,49.69000,0.001613,1
77178,20190205,QCOM,QUALCOMM INC,50.73000,0.020930,1
77178,20190206,QCOM,QUALCOMM INC,51.10000,0.007293,1
77178,20190207,QCOM,QUALCOMM INC,50.55000,-0.010763,1
77178,20190208,QCOM,QUALCOMM INC,50.29000,-0.005143,1
77178,20190211,QCOM,QUALCOMM INC,50.83000,0.010738,1
77178,20190212,QCOM,QUALCOMM INC,51.66000,0.016329,1
77178,20190213,QCOM,QUALCOMM INC,51.59000,-0.001355,1
77178,20190214,QCOM,QUALCOMM INC,51.57000,-0.000388,1
77178,20190215,QCOM,QUALCOMM INC,51.98000,0.007950,1
77178,20190219,QCOM,QUALCOMM INC,52.01000,0.000577,1
77178,20190220,QCOM,QUALCOMM INC,52.45000,0.008460,1
77178,20190221,QCOM,QUALCOMM INC,52.35000,-0.001907,1
77178,20190222,QCOM,QUALCOMM INC,53.12000,0.014709,1
77178,20190225,QCOM,QUALCOMM INC,52.99000,-0.002447,1
77178,20190226,QCOM,QUALCOMM INC,53.03000,0.000755,1
77178,20190227,QCOM,QUALCOMM INC,53.04000,0.000189,1
77178,20190228,QCOM,QUALCOMM INC,53.39000,0.006599,1
77178,20190301,QCOM,QUALCOMM INC,54.20000,0.015171,1
77178,20190304,QCOM,QUALCOMM INC,53.78000,-0.007749,1
77178,20190305,QCOM,QUALCOMM INC,53.94000,0.002975,1
77178,20190306,QCOM,QUALCOMM INC,54.80000,0.027438,1
77178,20190307,QCOM,QUALCOMM INC,54.03000,-0.014051,1
77178,20190308,QCOM,QUALCOMM INC,53.53000,-0.009254,1
77178,20190311,QCOM,QUALCOMM INC,54.35000,0.015319,1
77178,20190312,QCOM,QUALCOMM INC,54.84000,0.009016,1
77178,20190313,QCOM,QUALCOMM INC,55.39000,0.010029,1
77178,20190314,QCOM,QUALCOMM INC,55.40000,0.000181,1
77178,20190315,QCOM,QUALCOMM INC,56.60000,0.021661,1
77178,20190318,QCOM,QUALCOMM INC,56.83000,0.004064,1
77178,20190319,QCOM,QUALCOMM INC,56.97000,0.002463,1
77178,20190320,QCOM,QUALCOMM INC,57.16000,0.003335,1
77178,20190321,QCOM,QUALCOMM INC,57.77000,0.010672,1
77178,20190322,QCOM,QUALCOMM INC,56.82000,-0.016445,1
77178,20190325,QCOM,QUALCOMM INC,56.64000,-0.003168,1
77178,20190326,QCOM,QUALCOMM INC,58.00000,0.024011,1
77178,20190327,QCOM,QUALCOMM INC,56.91000,-0.018793,1
77178,20190328,QCOM,QUALCOMM INC,56.55000,-0.006326,1
77178,20190329,QCOM,QUALCOMM INC,57.03000,0.008488,1
77178,20190401,QCOM,QUALCOMM INC,57.81000,0.013677,1
77178,20190402,QCOM,QUALCOMM INC,58.09000,0.004843,1
77178,20190403,QCOM,QUALCOMM INC,57.68000,-0.007058,1
77178,20190404,QCOM,QUALCOMM INC,57.86000,0.003121,1
77178,20190405,QCOM,QUALCOMM INC,57.99000,0.002247,1
77178,20190408,QCOM,QUALCOMM INC,57.76000,-0.003966,1
77178,20190409,QCOM,QUALCOMM INC,57.44000,-0.005540,1
77178,20190410,QCOM,QUALCOMM INC,56.33000,-0.019324,1
77178,20190411,QCOM,QUALCOMM INC,55.90000,-0.007634,1
77178,20190412,QCOM,QUALCOMM INC,56.95000,0.018784,1
77178,20190415,QCOM,QUALCOMM INC,57.18000,0.004039,1
77178,20190416,QCOM,QUALCOMM INC,70.45000,0.232074,1
77178,20190417,QCOM,QUALCOMM INC,79.08000,0.122498,1
77178,20190418,QCOM,QUALCOMM INC,79.89000,0.010243,1
77178,20190422,QCOM,QUALCOMM INC,81.97000,0.026036,1
