PERMNO,date,TICKER,COMNAM,PRC,RET,CFACPR
77178,20170419,QCOM,QUALCOMM INC,52.61000,-0.001139,1
77178,20170420,QCOM,QUALCOMM INC,52.66000,0.000950,1
77178,20170421,QCOM,QUALCOMM INC,52.50000,-0.003038,1
77178,20170424,QCOM,QUALCOMM INC,52.81000,0.005905,1
77178,20170425,QCOM,QUALCOMM INC,53.00000,0.003598,1
77178,20170426,QCOM,QUALCOMM INC,53.04000,0.000755,1
77178,20170427,QCOM,QUALCOMM INC,53.21000,0.003205,1
77178,20170428,QCOM,QUALCOMM INC,53.74000,0.009961,1
77178,20170501,QCOM,QUALCOMM INC,53.60000,-0.002605,1
77178,20170502,QCOM,QUALCOMM INC,53.29000,-0.005784,1
77178,20170503,QCOM,QUALCOMM INC,54.49000,0.022518,1
77178,20170504,QCOM,QUALCOMM INC,54.91000,0.007708,1
77178,20170505,QCOM,QUALCOMM INC,54.93000,0.000364,1
77178,20170508,QCOM,QUALCOMM INC,54.62000,-0.005644,1
77178,20170509,QCOM,QUALCOMM INC,55.15000,0.009703,1
77178,20170510,QCOM,QUALCOMM INC,55.33000,0.003264,1
77178,20170511,QCOM,QUALCOMM INC,54.68000,-0.011748,1
77178,20170512,QCOM,QUALCOMM INC,55.32000,0.011704,1
77178,20170515,QCOM,QUALCOMM INC,55.40000,0.001446,1
77178,20170516,QCOM,QUALCOMM INC,55.95000,0.009928,1
77178,20170517,QCOM,QUALCOMM INC,55.36000,-0.010545,1
77178,20170518,QCOM,QUALCOMM INC,56.12000,0.013728,1
77178,20170519,QCOM,QUALCOMM INC,57.67000,0.027619,1
77178,20170522,QCOM,QUALCOMM INC,59.28000,0.027917,1
77178,20170523,QCOM,QUALCOMM INC,59.22000,-0.001012,1
77178,20170524,QCOM,QUALCOMM INC,58.64000,-0.009794,1
77178,20170525,QCOM,QUALCOMM INC,58.45000,-0.003240,1
77178,20170526,QCOM,QUALCOMM INC,57.52000,-0.006159,1
77178,20170530,QCOM,QUALCOMM INC,57.34000,-0.003129,1
77178,20170531,QCOM,QUALCOMM INC,57.27000,-0.001221,1
77178,20170601,QCOM,QUALCOMM INC,58.62000,0.023573,1
77178,20170602,QCOM,QUALCOMM INC,58.58000,-0.000682,1
77178,20170605,QCOM,QUALCOMM INC,58.86000,0.004780,1
77178,20170606,QCOM,QUALCOMM INC,58.20000,-0.011213,1
77178,20170607,QCOM,QUALCOMM INC,57.53000,-0.011512,1
77178,20170608,QCOM,QUALCOMM INC,58.12000,0.010256,1
77178,20170609,QCOM,QUALCOMM INC,57.05000,-0.018410,1
77178,20170612,QCOM,QUALCOMM INC,57.49000,0.007713,1
77178,20170613,QCOM,QUALCOMM INC,57.54000,0.000870,1
77178,20170614,QCOM,QUALCOMM INC,57.01000,-0.009211,1
77178,20170615,QCOM,QUALCOMM INC,56.93000,-0.001403,1
77178,20170616,QCOM,QUALCOMM INC,56.82000,-0.001932,1
77178,20170619,QCOM,QUALCOMM INC,57.61000,0.013904,1
77178,20170620,QCOM,QUALCOMM INC,56.79000,-0.014234,1
77178,20170621,QCOM,QUALCOMM INC,56.33000,-0.008100,1
77178,20170622,QCOM,QUALCOMM INC,56.47000,0.002485,1
77178,20170623,QCOM,QUALCOMM INC,56.91000,0.007792,1
77178,20170626,QCOM,QUALCOMM INC,56.56000,-0.006150,1
77178,20170627,QCOM,QUALCOMM INC,55.43000,-0.019979,1
77178,20170628,QCOM,QUALCOMM INC,56.16000,0.013170,1
77178,20170629,QCOM,QUALCOMM INC,55.08000,-0.019231,1
77178,20170630,QCOM,QUALCOMM INC,55.22000,0.002542,1
77178,20170703,QCOM,QUALCOMM INC,54.95000,-0.004890,1
77178,20170705,QCOM,QUALCOMM INC,55.45000,0.009099,1
77178,20170706,QCOM,QUALCOMM INC,54.79000,-0.011903,1
77178,20170707,QCOM,QUALCOMM INC,55.35000,0.010221,1
77178,20170710,QCOM,QUALCOMM INC,55.64000,0.005239,1
77178,20170711,QCOM,QUALCOMM INC,55.33000,-0.005571,1
77178,20170712,QCOM,QUALCOMM INC,56.20000,0.015724,1
77178,20170713,QCOM,QUALCOMM INC,56.23000,0.000534,1
77178,20170714,QCOM,QUALCOMM INC,56.81000,0.010315,1
77178,20170717,QCOM,QUALCOMM INC,56.46000,-0.006161,1
77178,20170718,QCOM,QUALCOMM INC,56.29000,-0.003011,1
77178,20170719,QCOM,QUALCOMM INC,56.78000,0.008705,1
77178,20170720,QCOM,QUALCOMM INC,53.97000,-0.049489,1
77178,20170721,QCOM,QUALCOMM INC,53.84000,-0.002409,1
77178,20170724,QCOM,QUALCOMM INC,53.22000,-0.011516,1
77178,20170725,QCOM,QUALCOMM INC,53.27000,0.000939,1
77178,20170726,QCOM,QUALCOMM INC,53.14000,-0.002440,1
77178,20170727,QCOM,QUALCOMM INC,52.49000,-0.012232,1
77178,20170728,QCOM,QUALCOMM INC,52.88000,0.007430,1
77178,20170731,QCOM,QUALCOMM INC,53.19000,0.005862,1
77178,20170801,QCOM,QUALCOMM INC,53.41000,0.004136,1
77178,20170802,QCOM,QUALCOMM INC,53.17000,-0.004494,1
77178,20170803,QCOM,QUALCOMM INC,52.95000,-0.004138,1
77178,20170804,QCOM,QUALCOMM INC,52.62000,-0.006232,1
77178,20170807,QCOM,QUALCOMM INC,52.70000,0.001520,1
77178,20170808,QCOM,QUALCOMM INC,52.29000,-0.007780,1
77178,20170809,QCOM,QUALCOMM INC,52.77000,0.009180,1
77178,20170810,QCOM,QUALCOMM INC,52.34000,-0.008149,1
77178,20170811,QCOM,QUALCOMM INC,52.72000,0.007260,1
77178,20170814,QCOM,QUALCOMM INC,53.55000,0.015744,1
77178,20170815,QCOM,QUALCOMM INC,53.87000,0.005976,1
77178,20170816,QCOM,QUALCOMM INC,53.31000,-0.010395,1
77178,20170817,QCOM,QUALCOMM INC,52.27000,-0.019509,1
77178,20170818,QCOM,QUALCOMM INC,51.92000,-0.006696,1
77178,20170821,QCOM,QUALCOMM INC,51.98000,0.001156,1
77178,20170822,QCOM,QUALCOMM INC,52.35000,0.007118,1
77178,20170823,QCOM,QUALCOMM INC,52.23000,-0.002292,1
77178,20170824,QCOM,QUALCOMM INC,52.49000,0.004978,1
77178,20170825,QCOM,QUALCOMM INC,52.03000,-0.008764,1
77178,20170828,QCOM,QUALCOMM INC,51.81000,0.006727,1
77178,20170829,QCOM,QUALCOMM INC,51.81000,0.000000,1
77178,20170830,QCOM,QUALCOMM INC,52.12000,0.005983,1
77178,20170831,QCOM,QUALCOMM INC,52.27000,0.002878,1
77178,20170901,QCOM,QUALCOMM INC,52.05000,-0.004209,1
77178,20170905,QCOM,QUALCOMM INC,50.03000,-0.038809,1
77178,20170906,QCOM,QUALCOMM INC,50.45000,0.008395,1
77178,20170907,QCOM,QUALCOMM INC,50.38000,-0.001388,1
77178,20170908,QCOM,QUALCOMM INC,49.64000,-0.014688,1
